Nom du Produit,Prix,Spécifications
"Samsung Galaxy A05s - 6,7"" FHD+ - 6GB+128GB - 50 MP - Silver +Band + Écouteur",2499.0,"RAM: 6GB ROM: 128GB Taille de l'écran: 6,7"" Caractéristique de la batterie: 5 000 mAh"
"Le plus petit téléphone portable GSM et écouteur bluetooth 2 en 1, idéal comme téléphone de secours",177.0,"Le plus petit téléphone portable GSM et écouteur Bluetooth 2 en 1 Couleur:  bleu  Taille: 62 x 24 x 11.7 mm Poids net: 20g Affichage / Résolution: 0.66inch OLED / 64x48 Bande: GSM 900/1800/850/1900 (4 bandes facultatives) Type de carte SIM: 2G/3G/4G Carte Nano SIM (emplacement pour carte unique) Stockage: ne prend pas en charge le stockage externe Type: Droit Mémoire: 32M + 32M Plate-forme: MT6261D Interface de charge: Micro 5pin Capacité de la batterie: batterie polymère 360mAh 3.7V Autonomie en veille: environ 120 heures selon l'utilisation Autonomie en conversation: environ 5h (selon utilisation) Temps de charge: environ 0.5h Bluetooth: 3.0 MP3: soutien Langues prises en charge: anglais, français, arabe, espagnol, italien, russe, allemand, portugais, indien, polonais, vietnamien, néerlandais, persan, anglais standard."
Samsung Téléphone portable B310E,332.5,Samsung: B310E Couleur: noir Très bon qualité
Samsung Galaxy A24 6+128GB 6.5” FHD+ Super AMOLED 5000 mAh - Noir,2699.0,"Taille (Afficheur principal) 164.2mm (6.5"") Résolution (Afficheur principal) 1080 x 2340 (FHD+) Technologie (Afficheur Principal) Super AMOLED Profondeur de couleur (Afficheur principal) 16M Caméra Principale- Résolution (Multiple) 50.0 MP + 5.0 MP + 2.0 MP Caméra principale Ouverture Focale (Multiple) F1.8 , F2.2 , F2.4 Caméra principale - Auto Focus Oui Caméra arrière - OIS Oui Caméra arrière Zoom Zoom numérique jusqu’à 10x Caméra frontale - Résolution 13.0 MP Nombre de SIM Dual-SIM RAM : 6GO ROM : 128GO"
"mini phone /Bluetooth intégrée / 2 carte sim/passer un appel, écouter de la musique",199.0,"mini phone  Il peut être utilisé comme téléphone mobile lors de l'insertion d'une carte nano SIM. Il fait la synchronisation du message par Bluetooth. Compatible avec les téléphones portables et les pads avec fonction Bluetooth intégrée. Utilisé comme un téléphone Bluetooth pour passer un appel, écouter de la musique. Facile à transporter et à utiliser, mains libres depuis un téléphone mobile et une tablette PC."
Samsung Smartphone S24 ultra TITANIUMBLACK 12Go 512Go (SM-S928BZKQMWD),22773.0,"Galaxy S24 Ultra  Écran: Dynamic AMOLED 2X Processeur: Octa-Core 3.39GHz, 3.1GHz, 2.9GHz, 2.2GHz Taille: 172.5mm (6.8″) Mémoire: RAM 12 Go – 512 GB stockage Résolution (Afficheur principal): 3120 x 1440 (Quad HD+) Caméra Principale: 200.0 MP + 50.0 MP + 12.0 MP + 10.0 MP / F1.7 , F3.4 , F2.2 , F2.4 / Auto Focus / OIS / Optical Zoom 3x and 5x, Optical quality Zoom 2x and 10x (Enabled by Adaptive Pixel sensor) , Digital Zoom up to 100x Caméra frontale: 12.0 MP / F2.2 / Auto Focus / Flash Connectivité: USB Type-C, USB 3.2 Gen 1, GPS, Glonass, Beidou, Galileo, QZSS, Earjack: USB Type-C, Wi-Fi Direct, Bluetooth v5.3, NFC, Wi-Fi, UWB (Ultra-Wideband), Smart Switch (PC version)"
"Samsung Smartphone A25 Blue black 6.5"" Exynos 1280 6Go 128Go Android 5G DS (SM-A256EZKDMWD)",3891.0,"SAMSUNG A25 6Go_128Go Blue black  Écran: Super AMOLED Processeur : Octa-Core 2.4GHz, 2GHz Taille (Afficheur principal) : 6.5″ (164.2mm) Mémoire: RAM 6 Go – 128 GB stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Résolution (Afficheur principal) : 1080 x 2340 (FHD+) Caméra Principale : 50.0 MP + 8.0 MP + 2.0 MP – F1.8 , F2.2 , F2.4 – Auto Focus – Flash – Zoom numérique jusqu’à 10x Caméra frontale : 13,0 MP – F2.2 Connectivité : USB Type-C, Version 2.0, 3.5mm Stéréo, Bluetooth v5.3, Wi-Fi, NFC, Wi-Fi Direct, Smart Switch (Version PC) Système d’exploitation : Android Poids (g) : 197 Capacité de la Batterie (mAh, Typical) : 5000"
"Honor X6a 6.5"" (4GB -128GB) LCD 90Hz - 5200 mAh - 50MP- Bleu",1449.0,Mémoire interne : 128Go Mémoire RAM : 4 Go de RAM Écran: TFT LCD  Batterie: 5200 mAh poids : 188 g Système d'exploitation: (OS) Android 13 Fabricant: Mediatek Helio G36
Samsung Galaxy A14 6.6'' LTE 4+128GB 50 Mpx Light Green,2199.0,"Display : ""6.6'' FHD+ PLS LCD (1080 x 2408) V-Cut display"" Camera Rear : ""50.0 MP + 5.0 MP + 2.0 MP (Digital Zoom up to 10x"") Camera Front : 13MP Processor : MT6769 - Octa-core Memory : 4+128GB MicroSD (Up to 1TB) Battery : 5000 mAh (15W Charging). SIM Card : Dual SIM (SIM 1 + SIM 2 + MicroSD) Biometric Authentification : Side fingerprint Dimensions : 167.7 x 78.0 x 9.1 Weight : 201g Other features : Accelerometer, Fingerprint Sensor, Geomagnetic Sensor,Light Sensor,Proximity Sensor"
Samsung galaxy a05s light violet 4go 128 go (sm-a057flvgmwd),2105.0,"Galaxy A05s  Écran: PLS LCD Taille écran: 6.7″ (170.8mm) Processeur: Octa-Core 2.4GHz, 1.9GHz Mémoire: RAM 4 Go – 128 Go  stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Appareil photo: Caméra Principale: 50.0 MP + 2.0 MP + 2.0 MP – F1.8 , F2.4 , F2.4 – Auto Focus – Digital Zoom up to 10x / Caméra Frontale: 13.0 MP – F2.0 / Résolution de l’enregistrement vidéo: FHD (1920 x 1080) @60fps – Slow Motion: 120fps @HD Android Connectivité: USB Type-C, USB 2.0, 3.5mm Stereo, Bluetooth v5.1, Wi-Fi, Smart Switch (version PC), Wi-Fi Direct Batterie: 5000 (mAh, Typical)"
"XIAOMI Redmi Note 13 6,6"" Amoled 120Hz (8Go, 128Go)Snapdragon 685 (6 nm) - 108MP- Noir",2599.0,"RAM: 8Go ROM :128Go Taille : 6.67"" Résolution :1080 x 2400 pixels"
Samsung galaxy a05s light violet 6go 128go (sm-a057flvhmwd),3130.0,"Galaxy A05s  Écran: PLS LCD Taille écran: 6.7″ (170.8mm) Processeur: Octa-Core 2.4GHz, 1.9GHz Mémoire: RAM 6 Go – 128 Go stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Appareil photo: Caméra Principale: 50.0 MP + 2.0 MP + 2.0 MP – F1.8 , F2.4 , F2.4 – Auto Focus – Digital Zoom up to 10x / Caméra Frontale: 13.0 MP – F2.0 / Résolution de l’enregistrement vidéo: FHD (1920 x 1080) @60fps – Slow Motion: 120fps @HD Android Connectivité: USB Type-C, USB 2.0, 3.5mm Stereo, Bluetooth v5.1, Wi-Fi, Smart Switch (version PC), Wi-Fi Direct Batterie: 5000 (mAh, Typical)"
"Samsung Galaxy A05s - 6,7"" FHD+ - 6GB+128GB - 50 MP - Silver +Band + Écouteur",2499.0,"RAM: 6GB ROM: 128GB Taille de l'écran: 6,7"" Caractéristique de la batterie: 5 000 mAh"
XIAOMI Redmi 12C (4GB - 128GB) -5000 mAh-50 MP- NFC - Vert,1449.0,Fabricant: Xiaomi Nom du produit: Redmi 12C Poids: 193g Dimensions: 168.76 x 76.41 x 8.77mm Système d'exploitation (OS): Android 12 Taille de l'écran: 6.71 pouces Définition: 1650x720 Mémoire vive (RAM): 4GB Stockage (ROM): 128GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
"Samsung Smartphone A25 Light blue 6.5"" Exynos 1280 6Go 128Go Android 5G DS (SM-A256ELBDMWD)",4932.0,"SAMSUNG A25 6Go_128Go Light blue  Écran: Super AMOLED Processeur : Octa-Core 2.4GHz, 2GHz Taille (Afficheur principal) : 6.5″ (164.2mm) Mémoire: RAM 6 Go – 128 GB stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Résolution (Afficheur principal) : 1080 x 2340 (FHD+) Caméra Principale : 50.0 MP + 8.0 MP + 2.0 MP – F1.8 , F2.2 , F2.4 – Auto Focus – Flash – Zoom numérique jusqu’à 10x Caméra frontale : 13,0 MP – F2.2 Connectivité : USB Type-C, Version 2.0, 3.5mm Stéréo, Bluetooth v5.3, Wi-Fi, NFC, Wi-Fi Direct, Smart Switch (Version PC) Système d’exploitation : Android Poids (g) : 197 Capacité de la Batterie (mAh, Typical) : 5000"
"Samsung Galaxy A05s - 6,7"" FHD+ - 4GB+128GB - 50 MP - Silver + Band + Écouteur",2199.0,"RAM: 4GB ROM: 128GB Taille de l'écran: 6,7"" Caractéristique de la batterie: 5 000 mAh"
"XIAOMI Redmi Note 13 6,6"" Amoled 120Hz (6Go, 128Go)Snapdragon 685 (6 nm) - 108MP- Bleu",2299.0,"RAM: 6Go ROM :128Go Taille : 6.67"" Résolution :1080 x 2400 pixels"
Samsung Galaxy A04S - 4G - 6.5’’- 4Go / 128Go - 50MP - 5000mAh - Pink,1799.0,"Taille : 6,5 pouces Type d ecran : PLS LCD, 90Hz, 400 nits (peak) Système d'exploitation : Android 12, One UI Core 4 Mémoire interne : 128 Go Ram : 4 Go Camera principale :  50 MP Batterie : Li-Po 5000 mAh"
Samsung Galaxy A05 4G Dual Sim 64GB,1499.0,"6,7"" Écran HD+ Caméra principale 50MP Processeur octa-cœur Batterie de 5 000 mAh (typique) Taille de la RAM (Go) 4 Capacité de stockage (Go) 64"
"Samsung Galaxy M13 - 6.6"" - 4GB RAM + 64 GB ROM - 50 MP- Bleu +Kit + Band",1490.0,Processeur 2GHz Poids (g) 192 Durée Lecture Audio (heures) Jusqu'à 90 Type de CPU Octa-Core RAM: 4GB ROM: 64GB
Samsung A55 BLACK,5399.0,"SAMSUNG A55 6.6″ 8Go 256Go Android 5G   Modèle : Samsung Galaxy A55 Couleur : Awesome Navy (probablement une couleur vive comme Superbe marine) Affichage : taille d’écran de 6,6 pouces Processeur : Processeur octa-core (probablement Exynos ou Qualcomm Snapdragon de Samsung) RAM : 8 Go de RAM Stockage : 256 Go de stockage interne Système d’exploitation : Android (version non précisée, mais vraisemblablement une version récente avec support 5G) Connectivité : capacité 5G pour des vitesses de données mobiles plus rapides."
ZTE BLAD 50 VITA,1490.0,"ZTE Blade V50 Vita. Taille de l'écran: 17,1 cm (6.75""), Résolution de l'écran: 1600 x 720 pixels. Fréquence du processeur: 1,6 GHz, Famille de processeur: Unisoc, Modèle de processeur: SC9863A. Capacité de la RAM: 14 GB, Capacité de stockage interne: 256 Go. Résolution de la caméra arrière (numérique): 50 MP, Type de caméra arrière: Triple caméra. Capacité de la carte SIM: Double SIM. Système d'exploitation installé: Android 13. Capacité de la batterie: 5200 mAh. Couleur du produit: Bleu. Poids: 204 g Processeur Fréquence du processeur : 1,6 GHz Famille de processeurs : Unisoc Modèle de processeur : SC9863A Cœurs de processeur : 8 Afficher Diagonale de l'écran : 17,1 cm (6,75"") Résolution d'affichage : 1600 x 720 pixels Forme de l'écran : Plat Format d'image natif : 20:9 Taux de rafraîchissement maximum : 90 Hz Ports et interfaces Port USB : Oui Type de connecteur USB : USB Type-C Version USB : 2.0 Connectique casque : 3,5 mm Poids et dimensions Poids : 204 g Largeur : 76 mm Profondeur : 8,3 mm Hauteur : 167,4 mm Réseau Capacité de la carte SIM : Double SIM Génération de réseau mobile : 4G Type de carte SIM : NanoSIM Wi-Fi : Oui Bluetooth : Oui Normes Wi-Fi : 802.11a, 802.11b, 802.11g, Wi-Fi 4 (802.11n), Wi-Fi 5 (802.11ac) Version Bluetooth : 5.2 Communication en champ proche (NFC) : Oui Stockage Capacité RAM : 14 GB Capacité de stockage interne : 256 GB Cartes mémoire compatibles : MicroSDXC Taille maximale de la carte mémoire : 1 To Messagerie Service de messages courts (SMS) : Oui Service de messagerie multimédia (MMS) : Oui Courriel : Oui La navigation Emplacement du poste : Oui GPS (satellite) : Oui Logiciel Plateforme : Android Système d'exploitation installé : Android 13 Fourche du système d'exploitation : MiFavor Caméra Type de caméra arrière : Triple caméra Résolution de la caméra arrière (numérique) : 50 MP Type de caméra frontale : Caméra unique Résolution de la caméra frontale (numérique) : 8 MP Flash de l'appareil photo arrière : Oui Résolution de la deuxième caméra arrière (numérique) : 2 MP Résolution de la troisième caméra arrière (numérique) : 2 MP Modes d'enregistrement vidéo : 1080p Batterie Capacité de la batterie : 5200 mAh Temps de conversation (3G) : 27 h Autonomie en veille (3G) : 750 h Temps de conversation (4G) : 32 h Autonomie en veille (4G) : 600 h Conception Facteur de forme : Barre Couleur du produit : Bleu Nom de la couleur : bleu glacé. Capteurs Capteur de proximité : Oui Accéléromètre : Oui Capteur de lumière ambiante : Oui Performance Lecteur d'empreintes digitales : Oui Reconnaissance faciale : Oui"
Infinix SMART 8,1180.0,"ROM : 128 GO RAM :  8Go  TAILLE : 6,6"" Résolution : 720*1612 Caméra frontale : 8 MP Caméra dorsale : Triple Caméra 13 MP  Batterie : 5000mAh"
"XIAOMI Redmi Note 13 6,6"" Amoled 120Hz (6Go, 128Go)Snapdragon 685 (6 nm) - 108MP- Noir",2299.0,"RAM: 6Go ROM :128Go Taille : 6.67"" Résolution :1080 x 2400 pixels"
XIAOMI Redmi 12C (6GB -128GB) MediaTek G 85 -5000 mAh-50 MP- NFC - Bleu,1599.0,Fabricant: Xiaomi Nom du produit: Redmi 12C Poids: 193g Dimensions: 168.76 x 76.41 x 8.77mm Système d'exploitation (OS): Android 12 Taille de l'écran: 6.71 pouces Définition: 1650x720 Mémoire vive (RAM): 6GB Stockage (ROM): 128GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
"Samsung Galaxy A05s - 6,7"" FHD+ - 4GB+128GB - 50 MP - Silver + Band + Écouteur",2199.0,"RAM: 4GB ROM: 128GB Taille de l'écran: 6,7"" Caractéristique de la batterie: 5 000 mAh"
"Samsung Galaxy A05 - 6.7"" - 4GB + 64GB - Noir",1699.0,"6,7"" Écran HD+ Caméra principale 50MP Processeur octa-cœur Batterie de 5 000 mAh (typique) Taille de la RAM (Go) 4 Capacité de stockage 64"
"Samsung Smartphone A25 Blue black 6.5"" Exynos 1280 8Go 256Go Android 5G DS (SM-A256EZKHMWD)",5831.0,"SAMSUNG A25 8Go_256Go Blue black  Écran: Super AMOLED Processeur : Octa-Core 2.4GHz, 2GHz Taille (Afficheur principal) : 6.5″ (164.2mm) Mémoire: RAM 8 Go – 256 GB stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Résolution (Afficheur principal) : 1080 x 2340 (FHD+) Caméra Principale : 50.0 MP + 8.0 MP + 2.0 MP – F1.8 , F2.2 , F2.4 – Auto Focus – Flash – Zoom numérique jusqu’à 10x Caméra frontale : 13,0 MP – F2.2 Connectivité : USB Type-C, Version 2.0, 3.5mm Stéréo, Bluetooth v5.3, Wi-Fi, NFC, Wi-Fi Direct, Smart Switch (Version PC) Système d’exploitation : Android Poids (g) : 197 Capacité de la Batterie (mAh, Typical) : 5000"
XIAOMI Redmi 12C (6GB - 128GB) - 5000 mAh - 50MP - NFC - Bleu,1629.0,Fabricant: Xiaomi Nom du produit: Redmi 12C Poids: 193g Dimensions: 168.76 x 76.41 x 8.77mm Système d'exploitation (OS): Android 12 Taille de l'écran: 6.71 pouces Définition: 1650x720 Mémoire vive (RAM): 6GB Stockage (ROM): 128GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
Telefunken Telephone TM Classy Double Sim Camera FM Multi media bluetooth Micro Sd,189.0,"Gamme ClassyvAutonomie en marche 5hvAutonomie en veille 216hvType monoblocvtemps de charge 3hvUsage classique Secteur d'utilisation Villevtaille écran 1.77"" Double écran non Résolution photo avant N/A Vidéo en lecture 400 x 240 Stabilisateur optique non Système d'exploitation Speadtrum DAS 0,343 W/kg mémoire interne 32+32Mbit carte mémoire oui Carte mémoire prise en charge 32GB bluetooth 2.1 Réseaux 2G:900/1800 MHz Enregistreur vidéo oui prise jack 3.5 mm radio oui MP3 oui double sim oui dimension telephone (cm) 105x45x14 Poids tel + batterie (g) 60 Résolution photo arrière 0.08MP Main libre oui"
"Nokia 105-2024 - 1.77"" - FM Radio-LED torch - DOUBLE SIM",367.2,Nokia 105 Chargeur Nokia  Micro USB (1200mAh) Guide de démarrage rapide Point:0.10
Samsung Galaxy Flip 5 5G (Dual Sim-256 GB) (SM-F731BLGAMWD),14436.0,"Samsung Galaxy Flip 5 5G    Écran: Ecran intérieur : Dynamic AMOLED, 6.7″ x2, Infinity-O, 120 Hz adaptatif (1 – 120 Hz), 425 ppp, Full HD+ de 1080 x 2640 pixels, technologie Ultra Thin Glass, HDR10+ Ecran extérieur : Super AMOLED, 3.4″, résolution 720 x 748 pixels, 306 ppp Taille écran: 6,7″ Processeur: Snapdragon® 8 Gen 2 Mémoire: RAM 8 Go – 256 Go stockage Carte mémoire: MicroSD (jusqu’à 1 To) Appareil photo: Caméra Arrière: 12 Mpx / Caméra Avant: 10 Mpx Android 13 Batterie: 3700 mAh Poids: 187g"
Accent Tank P18 Gsm 2in1,299.0,"Stockage externe T-flash 16GB Carte SIM Double SIM Réseau 2G GSM 850/900/1800/1900 Batterie 5000mAh et power banC, rechargeable Li-ion"
"XIAOMI Redmi Note 13 6,6"" Amoled 120Hz (8Go, 128Go)Snapdragon 685 (6 nm) - 108MP- Noir",2399.0,"RAM: 8Go ROM :128Go Taille : 6.67"" Résolution :1080 x 2400 pixels"
Panasonic Telephone (sans fil) pour la maison.,330.0,Ecran rétro : Ecran rétro Portée intérieure : 50 mètres Portée extérieure : 300 mètres Nombre de combinés dans le pack : 1 Répertoire : 50 noms et numéros Autonomie : 170 h Autonomie en conversation : 15 h
Samsung Smartphone S24 Ultra TITANIUMBLACK 12Go 256G (SM-S928BZKCMWD),25694.0,"Galaxy S24 Ultra  Processeur : Snapdragon RAM : 12 Go Caméra Arrière : 200 Mpx Caméra Avant : 12 Mpx Dual Sim : Oui Réseaux Mobiles : 5G Taille : 6,8 «  Système d’exploitation : Android Stockage Mobile : 256 Go"
Samsung Smartphone S24 Ultra TITANIUMVIOLET 12Go 256G (SM-S928BZVCMWD),26393.0,"Galaxy S24 Ultra  Processeur : Snapdragon RAM : 12 Go Caméra Arrière : 200 Mpx Caméra Avant : 12 Mpx Dual Sim : Oui Réseaux Mobiles : 5G Taille : 6,8 « Système d’exploitation : Android Stockage Mobile : 256 Go"
"Nokia 105-2024 - 1.77"" - FM Radio-LED torch - DOUBLE SIM",345.0,Nokia 105 Chargeur Nokia  Micro USB (1200mAh) Guide de démarrage rapide Point:0.10
"Samsung Smartphone A35 Awesome Lemon 6.6"" Octa Core 8Go 256Go Android 5G (SM-A356EZYVMWD)",7401.0,"SAMSUNG Galaxy A35 5G Double Sim – Awesome Lemon  Écran: Super AMOLED  Taille écran: 6.6″ (168.3mm)  Processeur: Octa-Core 2.4GHz, 2GHz  Mémoire: RAM 8 Go – 256 Go stockage  Carte mémoire: MicroSD (jusqu’à 1 To)  Appareil photo: Caméra Principale: 50.0 MP + 8.0 MP + 5.0 MP – F1.8 , F2.2 , F2.4 – Auto Focus – OIS – Digital Zoom up to 10x / Caméra frontale: 13.0 MP – Ouverture Focale Caméra frontale F2.2 / Résolution de l’enregistrement vidéo UHD 4K (3840 x 2160) @30fps – Slow Motion 240fps @HD  Android  Connectivité: USB Type-C, Bluetooth v5.3, NFC, Wi-Fi 802.11a, Wi-Fi Direct, Smart Switch (PC version), GPS, Glonass, Beidou, Galileo, QZSS,  Batterie: 5000 mAh  Dimensions: 161.7 x 78.0 x 8.2 mm  Poids: 209 g"
"XIAOMI Redmi Note 13 6,6"" Amoled 120Hz (8Go, 128Go)Snapdragon 685 (6 nm) - 108MP- Bleu",2499.0,"RAM: 8Go ROM :128Go Taille : 6.67"" Résolution :1080 x 2400 pixels"
Logicom Telephone L-195 -1.77'' -VGA- Bluetooth 3.0-Micro Sd- Fm-Torche-Double Sim,175.0,Deux port de sim Très bon qualité Couleur noir
"Infinix HOT 12 X6817 - 6,82 - 128GB ROM + 4GB RAM - Racing Black",1799.0,"Taux de rafraîchissement de 90 Hz Taux d'échantillonnage tactile de 180 Hz 6,82 pouces 5000mAh avec 18W de plaisir longue durée Deux haut-parleurs cinématographiques avec DTS RAM: 4GB ROM: 128GB"
"Samsung Smartphone A25 Light blue 6.5"" Exynos 1280 8Go 256Go Android 5G DS (SM-A256ELBHMWD)",4503.0,"SAMSUNG A25 8Go_256Go Light blue  Écran: Super AMOLED Processeur : Octa-Core 2.4GHz, 2GHz Taille (Afficheur principal) : 6.5″ (164.2mm) Mémoire: RAM 8 Go – 256 GB stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Résolution (Afficheur principal) : 1080 x 2340 (FHD+) Caméra Principale : 50.0 MP + 8.0 MP + 2.0 MP – F1.8 , F2.2 , F2.4 – Auto Focus – Flash – Zoom numérique jusqu’à 10x Caméra frontale : 13,0 MP – F2.2 Connectivité : USB Type-C, Version 2.0, 3.5mm Stéréo, Bluetooth v5.3, Wi-Fi, NFC, Wi-Fi Direct, Smart Switch (Version PC) Système d’exploitation : Android Poids (g) : 197 Capacité de la Batterie (mAh, Typical) : 5000"
Telefunken Telephone Classy TF801 Double Sim Camera FM Multi media bluetooth Micro Sd,197.0,"Gamme Classy Autonomie en marche 5hvAutonomie en veille 216hvType monobloc temps de charge 3hvUsage classique Secteur d'utilisation Ville taille écran 1.77"" Double écran non Résolution photo avant N/A Vidéo en lecture 400 x 240 Stabilisateur optique non Système d'exploitation Spead trum DAS 0,343 W/kg mémoire interne capacite 32Mbit place carte mémoire oui Carte mémoire prise en charge 32GB bluetooth 2.1 Réseaux 2G:900/1800 MHz Enregistreur vidéo oui prise jack 3.5 mm radio oui MP3 oui double sim oui dimension telephone (cm) 105x45x14 Poids tel + batterie (g) 60 Résolution photo arrière 0.08MP Main libre oui"
Téléphone SHTEL SM2409,281.0,"Stockage externe : T-flash 16GoTaux d'absorption :  autre : IP 68 – Etanche – Anti-pression – Anti-rayures –  AntichocCarte SIM : Deux grosses cartes SIMRéseau : 2G GSM 850/900/1800/1900Batterie : 2700mAh, rechargeable Li-ionRAM : 32 MoROM : 32 MoTaille de l'écran : 2,4 pouces,  QVGAStéréo Bluetooth : OuiPrise audio : Dia. 3,5 mmUSB™ : Micro USB, USB 2.0GPS :  ouiA-GPS : ouiCaméra arrière : ouiCaméra frontale : non"
Samsung Galaxy A14 6.6'' LTE - 4GB + 128GB 50 Mpx - NOIR,1880.0,"Display : ""6.6'' FHD+ PLS LCD (1080 x 2408) V-Cut display"" Camera Rear : ""50.0 MP + 5.0 MP + 2.0 MP (Digital Zoom up to 10x"") Camera Front : 13MP Processor : MT6769 - Octa-core Memory : 4+128GB MicroSD (Up to 1TB) Battery : 5000 mAh (15W Charging). SIM Card : Dual SIM (SIM 1 + SIM 2 + MicroSD) Biometric Authentification : Side fingerprint Dimensions : 167.7 x 78.0 x 9.1 Weight : 201g Other features : Accelerometer, Fingerprint Sensor, Geomagnetic Sensor,Light Sensor,Proximity Sensor"
"XIAOMI Redmi Note 13 6,6"" Amoled 120Hz (8Go, 256Go)Snapdragon 685 (6 nm) - 108MP- Bleu",2799.0,"RAM: 8Go ROM :256Go Taille : 6.67"" Résolution :1080 x 2400 pixels"
"XIAOMI Redmi Note 13 6,6"" Amoled 120Hz (6Go, 128Go)Snapdragon 685 (6 nm) - 108MP- Green",2399.0,"RAM: 6Go ROM :128Go Taille : 6.67"" Résolution :1080 x 2400 pixels"
Nokia Nouveau téléphone 105,250.75,Nokia 105 Chargeur Nokia  Micro USB (1200mAh) Guide de démarrage rapide Point:0.10
"Le plus petit téléphone portable GSM et écouteur bluetooth 2 en 1, idéal comme téléphone de secours",175.0,"Le plus petit téléphone portable GSM et écouteur Bluetooth 2 en 1 Couleur:  bleu  Taille: 62 x 24 x 11.7 mm Poids net: 20g Affichage / Résolution: 0.66inch OLED / 64x48 Bande: GSM 900/1800/850/1900 (4 bandes facultatives) Type de carte SIM: 2G/3G/4G Carte Nano SIM (emplacement pour carte unique) Stockage: ne prend pas en charge le stockage externe Type: Droit Mémoire: 32M + 32M Plate-forme: MT6261D Interface de charge: Micro 5pin Capacité de la batterie: batterie polymère 360mAh 3.7V Autonomie en veille: environ 120 heures selon l'utilisation Autonomie en conversation: environ 5h (selon utilisation) Temps de charge: environ 0.5h Bluetooth: 3.0 MP3: soutien Langues prises en charge: anglais, français, arabe, espagnol, italien, russe, allemand, portugais, indien, polonais, vietnamien, néerlandais, persan, anglais standard."
Nokia 105 Dual SIM Noir 2024,364.65,Nokia 105 Couleur  Noir Radio FM
Samsung Galaxy A14 6.6'' LTE 6+128 GB 50 Mpx - Light Green,2249.0,"Display : ""6.6'' FHD+ PLS LCD (1080 x 2408) V-Cut display"" Camera Rear : ""50.0 MP + 5.0 MP + 2.0 MP (Digital Zoom up to 10x"") Camera Front : 13MP Processor : MT6769 - Octa-core Memory : 6 + 128 GB MicroSD (Up to 1TB) Battery : 5000 mAh (15W Charging). SIM Card : Dual SIM (SIM 1 + SIM 2 + MicroSD) Biometric Authentification : Side fingerprint Dimensions : 167.7 x 78.0 x 9.1 Weight : 201g Other features : Accelerometer, Fingerprint Sensor, Geomagnetic Sensor,Light Sensor,Proximity Sensor"
"Samsung Galaxy A05 - 6.7"" - 4GB + 64GB - Silver",1699.0,"6,7"" Écran HD+ Caméra principale 50MP Processeur octa-cœur Batterie de 5 000 mAh (typique) Taille de la RAM (Go) 4 Capacité de stockage 64"
"XIAOMI Redmi Note 13 Pro 6.6"" (256GB / 8GB ) 200MP Helio G99 Ultra - Coral Purple",3599.0,5100mAh RAM : 8Go ROM : 256Go Caméra grand-angle 200 MP
Samsung galaxy a05s silver 4go 128go (sm-a057fzsgmwd),2742.0,"Galaxy A05s  Écran: PLS LCD Taille écran: 6.7″ (170.8mm) Processeur: Octa-Core 2.4GHz, 1.9GHz Mémoire: RAM 4 Go -128Go stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Appareil photo: Caméra Principale: 50.0 MP + 2.0 MP + 2.0 MP – F1.8 , F2.4 , F2.4 – Auto Focus – Digital Zoom up to 10x / Caméra Frontale: 13.0 MP – F2.0 / Résolution de l’enregistrement vidéo: FHD (1920 x 1080) @60fps – Slow Motion: 120fps @HD Android Connectivité: USB Type-C, USB 2.0, 3.5mm Stereo, Bluetooth v5.1, Wi-Fi, Smart Switch (version PC), Wi-Fi Direct Batterie: 5000 (mAh, Typical)"
Nokia Petit mais puissant Découvrez notre mini téléphone,236.55,"BM10 Dimensions compactes : Le téléphone est conçu avec des dimensions réduites pour une portabilité maximale. Poids léger : Un poids minimal pour une expérience utilisateur confortable, idéal pour une utilisation quotidienne. Écran clair : Un écran de qualité offrant une visualisation nette malgré la petite taille, avec une résolution adaptée."
Samsung galaxy a05 noir 4go 64go (sm-a055fzkdmwd),2323.0,"Galaxy A05  Écran: PLS LCD Taille écran: 6.7″ (171.3mm) Processeur: Octa-Core 2GHz, 1.8GHz Mémoire: RAM 4 Go – 64 Go stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Appareil photo: Caméra Principale: 50.0 MP + 2.0 MP – F1.8 , F2.4 – Auto Focus – Flash – Digital Zoom up to 10x / Caméra Frontale: 8.0 MP – F2.0 / Résolution de l’enregistrement vidéo FHD (1920 x 1080): @60fps – Slow Motion: 120fps @HD Android Connectivité: USB Interface USB Type-C – Version USB USB 2.0 / Technologies de Localisation GPS, Glonass, Beidou, Galileo / Earjack 3.5mm Stereo / Wi-Fi / Bluetooth v5.3 / Smart Switch (PC version) Batterie: 5000 (mAh, Typical)"
